type,latitude,longitude,altitude (m),course,slope (%),distance (km),distance_interval (m),name,desc
T,36.884227000,-87.709719000,156.1,284.4,1.9,149.313,45.36,,
T,36.884309000,-87.710134000,156.8,283.9,1.7,149.351,38.10,,
T,36.884528000,-87.711125000,157.1,285.4,0.3,149.443,91.63,,
T,36.885047000,-87.713268000,156.1,286.8,-0.5,149.642,199.53,,
T,36.886715000,-87.719932000,152.6,287.4,-0.6,150.265,622.23,,
T,36.886883000,-87.720581000,152.7,287.9,0.0,150.325,60.78,,
T,36.887066000,-87.721264000,152.9,288.5,0.4,150.389,64.18,,
T,36.887222000,-87.721923000,153.0,286.5,0.0,150.451,61.24,,
T,36.887524000,-87.723207000,153.8,286.4,0.7,150.570,119.27,,
T,36.887599000,-87.723715000,154.3,280.5,1.0,150.616,46.04,,
T,36.887629000,-87.723971000,154.5,278.3,1.2,150.639,23.06,,
T,36.887650000,-87.724227000,154.6,275.9,0.5,150.662,22.94,,
T,36.887658000,-87.724387000,154.7,273.6,0.3,150.676,14.29,,
T,36.887663000,-87.724484000,154.7,273.7,0.3,150.685,8.66,,
T,36.887668000,-87.724741000,154.9,271.4,0.8,150.708,22.92,,
T,36.887665000,-87.724997000,155.1,269.2,1.0,150.731,22.82,,
T,36.887654000,-87.725252000,155.4,266.9,1.1,150.753,22.76,,
T,36.887636000,-87.725507000,155.7,265.0,1.6,150.776,22.82,,
T,36.887604000,-87.725806000,156.0,262.4,1.2,150.803,26.89,,
T,36.887534000,-87.726255000,156.1,259.0,0.2,150.844,40.77,,
T,36.887485000,-87.726499000,156.2,255.9,0.5,150.866,22.42,,
T,36.887431000,-87.726740000,156.4,254.3,1.0,150.889,22.30,,
T,36.887370000,-87.726978000,156.8,252.2,1.7,150.911,22.27,,
T,36.887301000,-87.727211000,156.9,249.7,0.5,150.933,22.14,,
T,36.887284000,-87.727262000,156.9,247.4,0.1,150.938,4.92,,
T,36.887225000,-87.727439000,157.0,247.4,0.1,150.955,17.08,,
T,36.887142000,-87.727663000,157.2,245.1,1.0,150.977,21.99,,
T,36.887054000,-87.727883000,157.6,243.4,1.8,150.999,21.91,,
T,36.886958000,-87.728097000,157.6,240.7,0.0,151.021,21.85,,
T,36.886745000,-87.728514000,158.1,237.4,1.1,151.065,44.05,,
T,36.886630000,-87.728717000,158.2,234.7,0.6,151.087,22.14,,
T,36.886509000,-87.728914000,158.5,232.5,1.3,151.109,22.11,,
T,36.886381000,-87.729102000,158.7,229.6,0.9,151.131,21.97,,
T,36.886008000,-87.729466000,159.1,218.0,0.8,151.184,52.60,,
T,36.885557000,-87.730090000,159.8,227.9,1.0,151.259,74.83,,
T,36.883840000,-87.732431000,159.2,227.5,-0.2,151.541,282.59,,
T,36.882549000,-87.734251000,157.2,228.4,-0.9,151.758,216.45,,
T,36.881342000,-87.735972000,157.1,228.8,-0.1,151.961,203.67,,
T,36.881187000,-87.736189000,157.0,228.2,-0.2,151.987,25.89,,
T,36.880305000,-87.737429000,158.1,228.4,0.7,152.135,147.65,,
T,36.880175000,-87.737606000,158.5,227.4,2.0,152.156,21.38,,
T,36.879854000,-87.738014000,159.3,225.5,1.6,152.207,50.91,,
T,36.879114000,-87.738915000,159.9,224.2,0.5,152.322,114.87,,
T,36.878393000,-87.739793000,161.1,224.2,1.1,152.434,111.93,,
T,36.878108000,-87.740150000,162.2,225.1,2.4,152.479,44.87,,
T,36.877945000,-87.740365000,162.5,226.5,1.2,152.505,26.36,,
T,36.877828000,-87.740535000,162.7,229.3,0.9,152.525,19.96,,
T,36.877716000,-87.740710000,162.9,231.3,1.4,152.545,19.95,,
T,36.877579000,-87.740945000,163.1,233.9,0.6,152.571,25.89,,
T,36.877432000,-87.741226000,163.3,236.8,0.6,152.601,29.90,,
T,36.877331000,-87.741456000,163.3,241.2,0.2,152.624,23.37,,
T,36.877222000,-87.741746000,163.2,244.8,-0.4,152.653,28.54,,
T,36.877209000,-87.741902000,163.1,264.1,-1.0,152.667,13.98,,
T,36.877190000,-87.742049000,162.9,260.8,-1.1,152.680,13.27,,
T,36.877170000,-87.742170000,162.8,258.3,-0.6,152.691,11.01,,
T,36.877125000,-87.742358000,162.9,253.3,0.1,152.708,17.49,,
T,36.877058000,-87.742711000,162.7,256.7,-0.6,152.741,32.34,,
T,36.877019000,-87.742985000,162.4,259.9,-1.0,152.766,24.81,,
T,36.876975000,-87.743441000,162.4,263.1,-0.1,152.807,40.95,,
T,36.876940000,-87.744041000,162.3,265.8,-0.1,152.860,53.63,,
T,36.876810000,-87.746510000,161.2,266.2,-0.5,153.081,220.60,,
T,36.876810000,-87.746515000,161.2,270.0,-0.9,153.081,0.45,,
T,36.876746000,-87.747712000,161.0,266.2,-0.1,153.188,106.95,,
T,36.876719000,-87.748227000,160.8,266.3,-0.4,153.234,46.01,,
T,36.876622000,-87.749853000,159.8,265.7,-0.7,153.380,145.37,,
T,36.876599000,-87.750127000,159.7,264.0,-0.5,153.404,24.56,,
T,36.876568000,-87.750397000,159.6,261.8,-0.4,153.428,24.32,,
T,36.876528000,-87.750662000,159.7,259.3,0.5,153.453,24.04,,
T,36.876495000,-87.750845000,159.8,257.3,0.7,153.469,16.72,,
T,36.876482000,-87.750921000,159.8,257.9,0.7,153.476,6.93,,
T,36.876429000,-87.751174000,159.9,255.3,0.4,153.499,23.31,,
T,36.876372000,-87.751413000,160.0,253.4,0.2,153.522,22.23,,
T,36.876303000,-87.751659000,160.1,250.7,0.5,153.545,23.23,,
T,36.876153000,-87.752122000,160.1,248.0,0.1,153.589,44.51,,
T,36.875992000,-87.752582000,160.4,246.4,0.6,153.634,44.73,,
T,36.875455000,-87.754012000,161.4,244.9,0.7,153.775,140.73,,
T,36.875013000,-87.755189000,161.8,244.9,0.3,153.891,115.84,,
T,36.873849000,-87.758304000,160.0,245.0,-0.6,154.197,306.30,,
T,36.872861000,-87.760949000,158.2,245.0,-0.7,154.457,260.07,,
T,36.872696000,-87.761391000,158.1,245.0,-0.3,154.501,43.45,,
T,36.872398000,-87.762185000,157.5,244.9,-0.7,154.579,78.14,,
T,36.872209000,-87.762691000,157.0,245.0,-0.9,154.628,49.75,,
T,36.871962000,-87.763380000,156.0,245.9,-1.5,154.696,67.27,,
T,36.871884000,-87.763610000,155.8,247.0,-0.8,154.718,22.26,,
T,36.871583000,-87.764536000,155.4,247.9,-0.4,154.807,89.06,,
T,36.871387000,-87.765183000,155.5,249.3,0.2,154.869,61.65,,
T,36.871339000,-87.765346000,155.5,249.8,0.1,154.884,15.48,,
T,36.871232000,-87.765713000,155.6,250.0,0.2,154.919,34.81,,
T,36.871096000,-87.766199000,155.9,250.7,0.6,154.965,45.89,,
T,36.870176000,-87.769649000,156.9,251.6,0.3,155.289,324.11,,
T,36.869303000,-87.772919000,154.6,251.5,-0.7,155.596,307.24,,
T,36.869015000,-87.774016000,153.8,251.8,-0.8,155.699,102.90,,
T,36.868899000,-87.774439000,153.7,251.1,-0.4,155.739,39.85,,
T,36.868329000,-87.776555000,151.7,251.4,-1.0,155.938,198.99,,
T,36.868141000,-87.777285000,151.1,252.2,-0.9,156.006,68.35,,
T,36.868031000,-87.777773000,150.8,254.3,-0.6,156.052,45.19,,
T,36.867985000,-87.778018000,150.8,256.8,-0.0,156.074,22.43,,
T,36.867934000,-87.778341000,150.7,258.8,-0.4,156.103,29.35,,
T,36.867909000,-87.778515000,150.6,259.8,-0.8,156.119,15.76,,
T,36.867874000,-87.778757000,150.3,259.8,-0.9,156.141,21.92,,
T,36.867846000,-87.779006000,150.1,262.0,-1.1,156.163,22.42,,
T,36.867822000,-87.779261000,149.9,263.3,-0.9,156.186,22.89,,
T,36.867806000,-87.779520000,149.9,265.6,0.1,156.209,23.16,,
T,36.867787000,-87.780054000,150.0,267.5,0.2,156.257,47.66,,
T,36.867784000,-87.781169000,150.2,269.8,0.2,156.357,99.42,,
T,36.867787000,-87.783472000,151.6,270.1,0.6,156.562,205.35,,
T,36.867787000,-87.783615000,151.5,270.0,-0.4,156.575,12.75,,
T,36.867790000,-87.786633000,152.7,270.1,0.4,156.844,269.10,,
T,36.867791000,-87.788050000,153.5,270.1,0.7,156.970,126.35,,
T,36.867795000,-87.791378000,153.4,270.1,-0.0,157.267,296.74,,
T,36.867795000,-87.791782000,153.4,270.0,-0.2,157.303,36.02,,
T,36.867785000,-87.792342000,153.5,268.7,0.2,157.353,49.95,,
T,36.867764000,-87.792743000,153.1,266.3,-1.2,157.389,35.83,,
T,36.867742000,-87.792974000,152.9,263.2,-0.8,157.409,20.74,,
T,36.867711000,-87.793203000,152.8,260.4,-0.6,157.430,20.71,,
T,36.867672000,-87.793426000,152.6,257.7,-0.6,157.450,20.35,,
T,36.867626000,-87.793646000,152.5,255.4,-0.5,157.471,20.27,,
T,36.867571000,-87.793863000,152.3,252.4,-0.9,157.491,20.29,,
T,36.867508000,-87.794075000,152.0,249.6,-1.6,157.511,20.15,,
T,36.867437000,-87.794284000,151.8,247.0,-1.3,157.531,20.23,,
T,36.867359000,-87.794487000,151.7,244.3,-0.3,157.551,20.06,,
T,36.867276000,-87.794686000,151.4,242.5,-1.3,157.571,19.99,,
T,36.867186000,-87.794880000,151.2,239.9,-1.3,157.591,19.97,,
T,36.867089000,-87.795068000,151.1,237.2,-0.2,157.611,19.92,,
T,36.866987000,-87.795249000,150.8,234.8,-1.8,157.631,19.71,,
T,36.866879000,-87.795424000,150.6,232.4,-0.8,157.651,19.68,,
T,36.866832000,-87.795491000,150.6,228.8,0.0,157.659,7.93,,
T,36.866754000,-87.795589000,150.5,225.1,-1.2,157.671,12.30,,
T,36.866642000,-87.795743000,150.3,227.7,-1.1,157.689,18.52,,
T,36.866517000,-87.795892000,150.3,223.6,0.1,157.709,19.21,,
T,36.866388000,-87.796037000,150.2,222.0,-0.6,157.728,19.29,,
T,36.866279000,-87.796150000,150.1,219.7,-0.6,157.744,15.74,,
T,36.866113000,-87.796311000,149.8,217.8,-1.2,157.767,23.36,,
T,36.865966000,-87.796440000,149.6,215.1,-0.9,157.787,19.96,,
T,36.865812000,-87.796560000,149.5,211.9,-0.6,157.807,20.16,,
T,36.865651000,-87.796671000,149.2,208.9,-1.4,157.828,20.43,,
T,36.865487000,-87.796774000,149.1,206.7,-0.7,157.848,20.39,,
T,36.865318000,-87.796872000,148.7,204.9,-1.8,157.869,20.69,,
T,36.864971000,-87.797052000,148.3,202.5,-0.9,157.910,41.72,,
T,36.863863000,-87.797580000,147.0,200.9,-1.0,158.042,131.67,,
T,36.863727000,-87.797645000,147.1,200.9,0.4,158.058,16.17,,
T,36.863567000,-87.797726000,146.9,202.0,-1.2,158.077,19.17,,
T,36.863299000,-87.797870000,146.6,203.3,-0.8,158.110,32.39,,
T,36.863117000,-87.797981000,146.4,206.0,-0.9,158.132,22.49,,
T,36.862863000,-87.798156000,146.0,208.9,-1.1,158.165,32.22,,
T,36.862676000,-87.798302000,145.9,212.0,-0.5,158.189,24.50,,
T,36.862481000,-87.798478000,145.7,215.8,-0.7,158.216,26.73,,
T,36.862352000,-87.798589000,145.6,214.5,-0.7,158.233,17.40,,
T,36.862215000,-87.798727000,145.5,218.9,-0.2,158.253,19.56,,
T,36.862083000,-87.798887000,145.5,224.1,-0.4,158.273,20.45,,
T,36.862051000,-87.798928000,145.4,225.7,-1.0,158.278,5.10,,
T,36.861958000,-87.799047000,145.4,225.7,-0.1,158.293,14.80,,
T,36.861850000,-87.799200000,145.5,228.6,0.7,158.311,18.16,,
T,36.861721000,-87.799399000,145.7,231.0,0.7,158.334,22.80,,
T,36.861620000,-87.799567000,145.9,233.1,1.2,158.353,18.71,,
T,36.861513000,-87.799742000,146.1,232.6,1.2,158.372,19.61,,
T,36.861421000,-87.799927000,146.4,238.1,1.2,158.392,19.40,,
T,36.861303000,-87.800206000,146.5,242.1,0.6,158.420,28.12,,
T,36.861204000,-87.800480000,146.5,245.7,0.0,158.447,26.79,,
T,36.861102000,-87.800832000,146.3,250.1,-0.9,158.480,33.37,,
T,36.861035000,-87.801107000,146.6,253.1,1.2,158.506,25.63,,
T,36.860991000,-87.801314000,147.1,255.1,2.9,158.525,19.09,,
T,36.860930000,-87.801666000,147.2,257.8,0.2,158.557,32.11,,
T,36.860880000,-87.802042000,147.2,260.6,-0.0,158.591,33.99,,
T,36.860594000,-87.804633000,149.9,262.1,1.2,158.824,233.22,,
T,36.860225000,-87.807987000,148.0,262.2,-0.7,159.126,301.88,,
T,36.860163000,-87.808514000,147.2,261.6,-1.7,159.173,47.50,,
T,36.860131000,-87.808744000,146.9,260.1,-1.2,159.194,20.82,,
T,36.860066000,-87.809148000,146.1,258.6,-2.2,159.231,36.74,,
T,36.860016000,-87.809394000,145.6,255.7,-2.4,159.254,22.63,,
T,36.859959000,-87.809639000,145.0,253.8,-2.6,159.276,22.75,,
T,36.859895000,-87.809882000,144.5,251.8,-1.8,159.299,22.80,,
T,36.859824000,-87.810121000,144.2,249.6,-1.4,159.322,22.72,,
T,36.859703000,-87.810472000,143.3,246.7,-2.8,159.356,34.06,,
T,36.859563000,-87.810815000,142.2,243.0,-3.2,159.390,34.31,,
T,36.859528000,-87.810893000,142.1,240.7,-1.5,159.398,7.97,,
T,36.859460000,-87.811044000,141.6,240.6,-3.1,159.414,15.44,,
T,36.859347000,-87.811275000,140.5,238.6,-4.5,159.438,24.12,,
T,36.859223000,-87.811504000,139.8,235.9,-2.9,159.462,24.62,,
T,36.859087000,-87.811730000,138.9,233.1,-3.6,159.488,25.18,,
T,36.858945000,-87.811949000,138.0,231.0,-3.6,159.513,25.09,,
T,36.858794000,-87.812162000,136.8,228.5,-4.6,159.538,25.33,,
T,36.858636000,-87.812366000,135.8,225.9,-4.0,159.563,25.27,,
T,36.858472000,-87.812560000,134.7,223.4,-4.3,159.588,25.11,,
T,36.858215000,-87.812834000,133.3,220.5,-3.9,159.626,37.56,,
T,36.858128000,-87.812921000,132.7,218.7,-4.4,159.638,12.39,,
T,36.857948000,-87.813087000,131.8,216.4,-3.6,159.663,24.86,,
T,36.857491000,-87.813473000,129.3,214.1,-4.1,159.724,61.29,,
T,36.856069000,-87.814625000,121.6,213.0,-4.1,159.913,188.30,,
T,36.853568000,-87.816650000,115.0,212.9,-2.0,160.244,331.13,,
T,36.852937000,-87.817155000,111.2,212.6,-4.6,160.327,83.26,,
T,36.852062000,-87.817859000,127.7,212.8,14.2,160.443,115.63,,
T,36.850066000,-87.819497000,139.1,213.3,4.3,160.708,265.34,,
T,36.846571000,-87.822362000,151.3,213.3,2.6,161.173,464.46,,
T,36.846135000,-87.822720000,151.4,213.3,0.1,161.231,57.97,,
T,36.845699000,-87.823098000,151.5,214.8,0.2,161.290,58.97,,
T,36.845480000,-87.823307000,151.5,217.4,-0.1,161.320,30.63,,
T,36.844820000,-87.824027000,150.8,221.1,-0.7,161.418,97.41,,
T,36.844704000,-87.824154000,150.7,221.2,-0.8,161.435,17.15,,
T,36.844547000,-87.824370000,150.7,227.8,0.0,161.461,25.98,,
T,36.844247000,-87.824794000,150.2,228.5,-1.0,161.511,50.38,,
T,36.844002000,-87.825188000,149.7,232.2,-1.0,161.556,44.43,,
T,36.843981000,-87.825226000,149.6,235.4,-2.9,161.560,4.11,,
T,36.843665000,-87.825805000,148.2,235.7,-2.2,161.622,62.42,,
T,36.843518000,-87.826111000,147.5,239.0,-2.3,161.654,31.80,,
T,36.843372000,-87.826458000,145.9,242.3,-4.6,161.689,34.93,,
T,36.843297000,-87.826657000,145.3,244.8,-3.1,161.708,19.60,,
T,36.843044000,-87.827334000,143.4,245.0,-2.7,161.775,66.59,,
T,36.842915000,-87.827758000,142.4,249.2,-2.7,161.815,40.44,,
T,36.842804000,-87.828212000,140.7,253.0,-3.9,161.858,42.33,,
T,36.842644000,-87.828941000,137.7,254.7,-4.4,161.925,67.40,,
T,36.842577000,-87.829297000,136.9,256.8,-2.4,161.958,32.61,,
T,36.842350000,-87.830522000,132.4,257.0,-4.0,162.070,112.13,,
T,36.842074000,-87.832146000,126.7,258.0,-3.8,162.218,148.06,,
T,36.841811000,-87.833392000,128.5,255.2,1.6,162.333,114.91,,
T,36.841561000,-87.834507000,132.6,254.3,3.9,162.436,103.25,,
T,36.841505000,-87.834813000,133.6,257.1,3.6,162.464,27.99,,
T,36.841445000,-87.835133000,134.5,256.8,3.2,162.493,29.31,,
T,36.841335000,-87.835592000,135.5,253.3,2.5,162.536,42.72,,
T,36.841229000,-87.835969000,136.4,250.6,2.3,162.572,35.63,,
T,36.841104000,-87.836325000,136.7,246.3,1.1,162.606,34.65,,
T,36.839772000,-87.840129000,145.7,246.4,2.4,162.977,370.11,,
T,36.839614000,-87.840596000,146.2,247.1,1.2,163.022,45.20,,
T,36.839503000,-87.840949000,146.4,248.6,0.4,163.056,33.81,,
T,36.839367000,-87.841425000,147.2,250.4,1.8,163.101,45.06,,
T,36.839275000,-87.841784000,147.6,252.2,1.4,163.134,33.61,,
T,36.839191000,-87.842143000,148.0,253.7,1.1,163.168,33.35,,
T,36.839141000,-87.842384000,148.4,255.5,1.8,163.190,22.20,,
T,36.839029000,-87.842962000,148.7,256.4,0.7,163.243,53.03,,
T,36.838664000,-87.844931000,149.8,257.0,0.6,163.423,180.24,,
T,36.838505000,-87.845825000,150.3,257.5,0.6,163.505,81.67,,
T,36.838455000,-87.846173000,150.3,259.8,-0.2,163.536,31.53,,
T,36.838412000,-87.846527000,150.0,261.4,-0.7,163.568,31.94,,
T,36.838380000,-87.846887000,149.9,263.7,-0.5,163.600,32.31,,
T,36.838371000,-87.847071000,149.9,266.5,0.1,163.617,16.44,,
T,36.838355000,-87.847375000,149.7,266.2,-0.7,163.644,27.17,,
T,36.838347000,-87.847866000,149.5,268.8,-0.5,163.688,43.81,,
T,36.838356000,-87.848231000,149.3,271.8,-0.5,163.720,32.57,,
T,36.838368000,-87.848477000,149.3,273.5,-0.2,163.742,21.98,,
T,36.838386000,-87.848724000,149.2,275.2,-0.2,163.765,22.12,,
T,36.838429000,-87.849219000,149.2,276.2,0.0,163.809,44.41,,
T,36.838634000,-87.851253000,150.4,277.2,0.6,163.992,182.85,,
T,36.838743000,-87.852337000,150.9,277.2,0.5,164.089,97.45,,
T,36.838819000,-87.852955000,151.2,278.7,0.6,164.145,55.77,,
T,36.838962000,-87.853896000,151.8,280.8,0.7,164.230,85.42,,
T,36.839234000,-87.855539000,152.5,281.7,0.4,164.380,149.63,,
T,36.839307000,-87.856012000,152.7,280.9,0.5,164.423,42.96,,
T,36.839357000,-87.856366000,152.7,280.0,-0.0,164.455,32.06,,
T,36.839384000,-87.856602000,152.7,278.1,0.3,164.476,21.26,,
T,36.839406000,-87.856838000,152.8,276.6,0.3,164.498,21.19,,
T,36.839422000,-87.857073000,153.0,274.9,0.7,164.519,21.04,,
T,36.839432000,-87.857304000,153.1,273.1,0.6,164.539,20.63,,
T,36.839431000,-87.857644000,153.2,269.8,0.5,164.570,30.33,,
T,36.839416000,-87.857974000,153.6,266.7,1.4,164.599,29.48,,
T,36.839386000,-87.858293000,153.8,263.3,0.5,164.628,28.65,,
T,36.839329000,-87.858712000,153.8,260.4,0.2,164.666,37.91,,
T,36.839254000,-87.859130000,153.8,257.4,-0.1,164.704,38.20,,
T,36.839208000,-87.859336000,153.8,254.4,-0.2,164.723,19.07,,
T,36.839156000,-87.859541000,153.9,252.4,0.5,164.742,19.17,,
T,36.838953000,-87.860218000,154.7,249.5,1.2,164.807,64.45,,
T,36.838782000,-87.860672000,154.9,244.8,0.6,164.851,44.72,,
T,36.838573000,-87.861087000,155.2,237.8,0.7,164.895,43.68,,
T,36.838307000,-87.861542000,155.4,233.9,0.3,164.945,50.19,,
T,36.838111000,-87.861843000,155.4,230.9,0.0,164.980,34.55,,
T,36.837897000,-87.862144000,155.5,228.4,0.2,165.016,35.85,,
T,36.837617000,-87.862485000,155.5,224.3,0.1,165.059,43.48,,
T,36.837331000,-87.862746000,155.4,216.1,-0.1,165.098,39.36,,
T,36.836960000,-87.863046000,154.9,212.9,-1.1,165.147,49.10,,
T,36.836427000,-87.863391000,153.7,207.4,-1.8,165.214,66.68,,
T,36.835187000,-87.864104000,150.3,204.7,-2.2,165.366,151.60,,
T,36.834962000,-87.864233000,150.0,204.6,-1.0,165.393,27.49,,
T,36.833500000,-87.864992000,152.3,202.6,1.3,165.569,175.81,,
T,36.833295000,-87.865115000,152.7,205.7,1.5,165.594,25.26,,
T,36.832967000,-87.865314000,153.1,205.9,1.1,165.635,40.50,,
T,36.832315000,-87.865743000,153.6,207.8,0.6,165.717,81.85,,
T,36.830294000,-87.867266000,152.2,211.1,-0.5,165.979,262.22,,
T,36.827935000,-87.868940000,153.0,209.6,0.2,166.280,301.39,,
T,36.825378000,-87.870860000,153.1,211.0,0.0,166.612,331.45,,
T,36.824586000,-87.871450000,152.5,210.8,-0.5,166.714,102.45,,
T,36.823624000,-87.872180000,152.7,211.3,0.2,166.839,125.06,,
T,36.823211000,-87.872502000,153.3,212.0,1.1,166.893,54.09,,
T,36.822916000,-87.872785000,154.1,217.5,1.8,166.935,41.34,,
T,36.822491000,-87.873245000,155.4,220.9,2.1,166.997,62.52,,
T,36.821998000,-87.873875000,157.8,225.7,3.1,167.076,78.44,,
T,36.821488000,-87.874590000,160.8,228.3,3.6,167.161,85.28,,
T,36.820702000,-87.875990000,164.6,235.0,2.5,167.313,152.35,,
T,36.819794000,-87.877613000,166.8,235.1,1.2,167.490,176.41,,
T,36.819233000,-87.878575000,166.9,233.9,0.1,167.596,106.03,,
T,36.818666000,-87.879559000,167.5,234.3,0.5,167.704,108.01,,
T,36.818168000,-87.880338000,168.0,231.4,0.6,167.792,88.80,,
T,36.817652000,-87.881053000,169.0,228.0,1.2,167.878,85.73,,
T,36.816683000,-87.882199000,171.2,223.4,1.5,168.027,148.39,,
T,36.816218000,-87.882752000,172.6,223.6,2.0,168.098,71.40,,
T,36.815708000,-87.883382000,173.8,224.7,1.4,168.178,79.77,,
T,36.815238000,-87.884004000,175.3,226.7,2.0,168.254,76.16,,
T,36.814768000,-87.884833000,176.3,234.7,1.1,168.344,90.51,,
T,36.814377000,-87.885647000,178.0,239.0,2.0,168.429,84.61,,
T,36.814059000,-87.886439000,179.3,243.4,1.7,168.508,78.99,,
T,36.813776000,-87.887338000,180.2,248.5,1.1,168.594,86.14,,
T,36.813560000,-87.888216000,181.5,252.9,1.6,168.676,81.93,,
T,36.813424000,-87.889009000,182.2,257.9,1.0,168.748,72.35,,
T,36.813339000,-87.889894000,181.6,263.2,-0.8,168.828,79.53,,
T,36.813334000,-87.891210000,181.4,269.7,-0.2,168.945,117.43,,
T,36.813361000,-87.892099000,182.4,272.2,1.3,169.025,79.38,,
T,36.813419000,-87.893284000,182.3,273.5,-0.0,169.131,105.93,,
T,36.813532000,-87.894204000,180.7,278.7,-1.9,169.214,83.04,,
T,36.813702000,-87.895592000,179.3,278.7,-1.1,169.339,125.28,,
T,36.813779000,-87.896529000,179.0,275.9,-0.5,169.423,84.04,,
T,36.813794000,-87.896955000,178.2,272.5,-1.9,169.461,38.05,,
T,36.813798000,-87.897317000,177.9,270.8,-1.0,169.493,32.30,,
T,36.813790000,-87.897658000,177.8,268.3,-0.2,169.524,30.44,,
T,36.813766000,-87.897974000,177.9,264.6,0.2,169.552,28.32,,
T,36.813735000,-87.898236000,177.7,261.6,-0.8,169.576,23.63,,
T,36.813680000,-87.898588000,177.2,259.0,-1.6,169.608,32.00,,
T,36.813601000,-87.898961000,176.9,255.2,-0.9,169.642,34.42,,
T,36.813498000,-87.899294000,176.8,248.9,-0.3,169.674,31.84,,
T,36.813249000,-87.899994000,175.7,246.0,-1.5,169.742,68.30,,
T,36.813043000,-87.900609000,175.5,247.3,-0.4,169.802,59.45,,
T,36.812642000,-87.901254000,173.5,232.2,-2.7,169.875,72.75,,
T,36.812206000,-87.901920000,171.7,230.7,-2.4,169.951,76.63,,
T,36.811226000,-87.903102000,167.8,224.0,-2.6,170.103,151.50,,
T,36.810249000,-87.904316000,162.0,224.9,-3.8,170.256,153.26,,
T,36.810160000,-87.904426000,161.5,224.7,-3.4,170.270,13.92,,
T,36.808624000,-87.906330000,151.9,224.8,-4.0,170.511,240.67,,
T,36.807525000,-87.907710000,144.2,225.2,-4.4,170.684,173.32,,
T,36.807320000,-87.908009000,142.9,229.4,-3.8,170.719,35.06,,
T,36.806907000,-87.908609000,140.1,229.3,-4.0,170.789,70.48,,
T,36.806436000,-87.909555000,136.2,238.1,-3.9,170.889,99.29,,
T,36.806037000,-87.910627000,132.8,245.1,-3.2,170.994,105.41,,
T,36.805846000,-87.911292000,130.6,250.3,-3.5,171.057,63.01,,
T,36.805717000,-87.911917000,129.7,255.5,-1.7,171.115,57.58,,
T,36.805590000,-87.912737000,127.9,259.1,-2.4,171.189,74.52,,
T,36.805534000,-87.913133000,127.4,260.0,-1.5,171.225,35.88,,
T,36.805228000,-87.915373000,124.9,260.3,-1.2,171.428,202.76,,
T,36.805125000,-87.916074000,124.4,259.6,-0.8,171.491,63.59,,
T,36.805026000,-87.916806000,124.0,260.4,-0.7,171.558,66.24,,
T,36.804915000,-87.917564000,123.5,259.6,-0.6,171.626,68.76,,
T,36.804799000,-87.918484000,122.7,261.1,-1.0,171.710,83.10,,
T,36.804764000,-87.918963000,122.5,264.8,-0.3,171.752,42.92,,
T,36.804752000,-87.919329000,122.5,267.7,-0.2,171.785,32.69,,
T,36.804751000,-87.919545000,122.5,269.7,0.0,171.804,19.28,,
T,36.804760000,-87.919809000,122.4,272.4,-0.4,171.828,23.58,,
T,36.804773000,-87.920063000,122.3,273.7,-0.5,171.851,22.71,,
T,36.804804000,-87.920355000,122.2,277.6,-0.2,171.877,26.28,,
T,36.804839000,-87.920598000,122.3,280.2,0.4,171.899,22.03,,
T,36.804896000,-87.920929000,122.3,282.1,0.2,171.929,30.21,,
T,36.804974000,-87.921306000,122.0,284.5,-1.0,171.964,34.74,,
T,36.805077000,-87.921721000,121.6,287.2,-1.1,172.003,38.76,,
T,36.805433000,-87.923239000,120.2,286.3,-1.0,172.144,141.11,,
T,36.805532000,-87.923765000,119.8,283.2,-0.9,172.192,48.21,,
T,36.805588000,-87.924116000,119.5,281.3,-0.8,172.224,31.93,,
T,36.805616000,-87.924352000,119.4,278.4,-0.5,172.245,21.29,,
T,36.805637000,-87.924555000,119.4,277.4,-0.1,172.264,18.26,,
T,36.805638000,-87.924822000,119.3,270.3,-0.4,172.287,23.83,,
T,36.805660000,-87.925105000,119.1,275.5,-0.7,172.313,25.37,,
T,36.805672000,-87.925362000,119.0,273.3,-0.5,172.336,22.97,,
T,36.805684000,-87.925766000,119.0,272.1,-0.1,172.372,36.08,,
T,36.805680000,-87.926218000,119.0,269.4,0.2,172.412,40.34,,
T,36.805673000,-87.926618000,119.1,268.7,0.2,172.448,35.70,,
