type	latitude	longitude	altitude (ft)	vmg (mph)	course	slope (%)	distance (mi)	distance_interval (ft)	color	opacity	width	scale	sym	name	desc	kml_folder
T	42.590093000	-108.648305000	7305.3		206.3	6.1	21.821	562.26								
T	42.589366000	-108.648900000	7323.8		211.1	6.0	21.880	309.64								
T	42.588738000	-108.649611000	7334.8		219.8	3.7	21.936	298.40								
T	42.587225000	-108.651620000	7353.1		224.4	2.4	22.083	772.51								
T	42.586471000	-108.652613000	7356.4		224.1	0.8	22.155	383.44								
T	42.586001000	-108.653390000	7370.3		230.6	5.2	22.207	270.42								
T	42.585701000	-108.654136000	7374.9		241.4	2.0	22.250	228.73								
T	42.585515000	-108.654909000	7381.7		251.9	3.1	22.291	218.94								
T	42.585369000	-108.655912000	7380.8		258.8	-0.3	22.344	275.31								
T	42.585180000	-108.657709000	7381.7		261.9	0.2	22.436	488.84								
T	42.585022000	-108.658562000	7380.1		255.9	-0.7	22.481	236.83								
T	42.584832000	-108.659318000	7393.2		251.2	6.1	22.522	215.06								
T	42.584666000	-108.659903000	7402.6		248.9	5.6	22.554	168.77								
T	42.584401000	-108.660713000	7414.7		246.0	5.1	22.599	238.57								
T	42.584220000	-108.661625000	7409.6		254.9	-2.0	22.647	254.32								
T	42.584176000	-108.662134000	7412.1		263.3	1.8	22.673	138.02								
T	42.584180000	-108.662928000	7423.6		270.4	5.4	22.714	213.84								
T	42.584255000	-108.663787000	7420.7		276.8	-1.3	22.758	232.95								
T	42.584516000	-108.665761000	7439.7		280.2	3.5	22.860	540.08								
T	42.584595000	-108.666523000	7454.8		278.0	7.3	22.899	207.23								
T	42.584607000	-108.667113000	7466.2		271.6	7.2	22.929	158.96								
T	42.584528000	-108.667853000	7471.7		261.8	2.7	22.968	201.36								
T	42.584374000	-108.668760000	7468.3		257.0	-1.4	23.015	250.64								
T	42.583639000	-108.672053000	7500.6		253.1	3.5	23.191	926.44								
T	42.583422000	-108.672788000	7515.8		248.2	7.1	23.231	213.17								
T	42.583106000	-108.673587000	7549.6		241.8	13.8	23.277	244.07								
T	42.582802000	-108.674280000	7550.6		239.2	0.5	23.318	217.05								
T	42.582388000	-108.674987000	7559.8		231.5	3.8	23.364	242.95								
T	42.581020000	-108.676924000	7600.3		226.2	5.6	23.501	721.62								
T	42.580641000	-108.677552000	7616.0		230.7	7.2	23.542	218.38								
T	42.580254000	-108.678319000	7632.7		235.6	6.7	23.590	250.14								
T	42.579922000	-108.679161000	7639.6		241.8	2.7	23.638	257.04								
T	42.579689000	-108.679977000	7655.1		248.8	6.6	23.683	235.61								
T	42.579527000	-108.680615000	7672.6		251.0	9.6	23.717	181.70								
T	42.579381000	-108.681452000	7683.0		256.7	4.5	23.761	231.63								
T	42.579318000	-108.682412000	7704.2		264.9	8.2	23.810	259.58								
T	42.579192000	-108.683925000	7717.6		263.5	3.2	23.888	410.09								
T	42.579109000	-108.684638000	7718.5		261.0	0.5	23.925	194.41								
T	42.578959000	-108.685352000	7735.3		254.1	8.5	23.963	199.93								
