type	latitude	longitude	altitude (ft)	vmg (mph)	course	slope (%)	distance (mi)	distance_interval (ft)	color	opacity	width	scale	sym	name	desc	kml_folder
T	42.934974000	-112.472251000	4485.2		89.6	0.1	9.951	212.37								
T	42.934987000	-112.472059000	4484.9		84.7	-0.6	9.961	51.64								
T	42.935003000	-112.471698000	4487.9		86.5	3.0	9.979	96.85								
T	42.935009000	-112.471543000	4488.3		87.0	1.1	9.987	41.57								
T	42.935022000	-112.470522000	4475.3		89.0	-4.7	10.039	273.47								
T	42.935011000	-112.469344000	4477.2		90.7	0.6	10.099	315.50								
T	42.935010000	-112.469035000	4473.6		90.3	-4.4	10.114	82.75								
T	42.934996000	-112.466945000	4465.3		90.5	-1.5	10.220	559.74								
T	42.934994000	-112.466566000	4460.9		90.4	-4.3	10.240	101.50								
T	42.936537000	-112.466563000	4469.1		0.1	1.5	10.346	562.38								
T	42.937416000	-112.466580000	4464.2		359.2	-1.5	10.407	320.40								
T	42.940091000	-112.466565000	4455.6		0.2	-0.9	10.592	974.98								
T	42.942287000	-112.466565000	4453.7		0.0	-0.2	10.743	800.38								
T	42.944038000	-112.466563000	4457.6		0.0	0.6	10.864	638.19								
T	42.947007000	-112.466554000	4457.2		0.1	-0.0	11.069	1082.13								
T	42.949514000	-112.466556000	4461.8		360.0	0.5	11.242	913.74								
T	42.950657000	-112.466559000	4461.9		359.9	0.0	11.321	416.59								
T	42.950938000	-112.466556000	4461.9		0.4	0.0	11.340	102.42								
T	42.951543000	-112.466556000	4461.9		0.0	0.0	11.382	220.51								
T	42.952204000	-112.466542000	4463.3		0.9	0.6	11.428	240.95								
T	42.952953000	-112.466533000	4465.8		0.5	0.9	11.479	273.00								
T	42.953110000	-112.466535000	4464.9		359.5	-1.6	11.490	57.23								
T	42.953172000	-112.466535000	4464.5		0.0	-1.7	11.495	22.60								
T	42.953713000	-112.466539000	4464.4		359.7	-0.1	11.532	197.18								
T	42.954296000	-112.466539000	4468.2		0.0	1.8	11.572	212.49								
T	42.954944000	-112.466537000	4466.8		0.1	-0.6	11.617	236.18								
T	42.955373000	-112.466538000	4469.0		359.9	1.5	11.646	156.36								
T	42.955731000	-112.466540000	4471.1		359.8	1.6	11.671	130.48								
T	42.956233000	-112.466541000	4481.3		359.9	5.5	11.706	182.97								
T	42.956442000	-112.466540000	4482.8		0.2	2.1	11.720	76.18								
T	42.956567000	-112.466539000	4482.2		0.3	-1.5	11.729	45.56								
T	42.956801000	-112.466538000	4480.0		0.2	-2.5	11.745	85.29								
T	42.957054000	-112.466536000	4475.8		0.3	-4.6	11.763	92.21								
T	42.957440000	-112.466534000	4469.2		0.2	-4.7	11.789	140.69								
T	42.957681000	-112.466533000	4468.5		0.2	-0.8	11.806	87.84								
T	42.958173000	-112.466530000	4468.3		0.3	-0.1	11.840	179.32								
T	42.958621000	-112.466527000	4463.6		0.3	-2.9	11.871	163.29								
T	42.960338000	-112.466537000	4456.9		359.8	-1.1	11.989	625.81								
T	42.960421000	-112.466537000	4456.9		0.0	0.0	11.995	30.25								
T	42.961331000	-112.466542000	4448.7		359.8	-2.5	12.058	331.67								
T	42.961501000	-112.466543000	4448.5		359.8	-0.4	12.069	61.96								
T	42.962012000	-112.466540000	4456.5		0.2	4.3	12.105	186.25								
T	42.962188000	-112.466539000	4458.5		0.2	3.2	12.117	64.15								
T	42.962425000	-112.466512000	4459.6		4.8	1.3	12.133	86.68								
T	42.962564000	-112.466497000	4461.2		4.5	3.0	12.143	50.82								
T	42.962639000	-112.466522000	4462.7		346.3	5.6	12.148	28.14								
T	42.963010000	-112.466427000	4462.9		10.6	0.1	12.174	137.59								
T	42.963406000	-112.466272000	4453.5		16.0	-6.2	12.203	150.18								
T	42.963675000	-112.466176000	4456.5		14.6	3.0	12.222	101.36								
T	42.963760000	-112.466132000	4459.5		20.7	9.1	12.228	33.14								
T	42.963993000	-112.466011000	4465.3		20.8	6.4	12.245	90.89								
T	42.964439000	-112.465735000	4462.0		24.4	-1.8	12.279	178.56								
T	42.965153000	-112.465275000	4450.3		25.2	-4.1	12.334	287.90								
T	42.965968000	-112.464744000	4445.5		25.5	-1.4	12.396	329.30								
T	42.966470000	-112.464421000	4447.1		25.2	0.7	12.435	202.37								
T	42.967176000	-112.463982000	4460.5		24.5	4.7	12.488	282.88								
T	42.968014000	-112.463439000	4455.3		25.4	-1.5	12.552	338.25								
T	42.968529000	-112.463113000	4451.7		24.9	-1.7	12.591	207.00								
T	42.969071000	-112.462773000	4454.3		24.7	1.2	12.633	217.50								
T	42.969326000	-112.462609000	4454.6		25.2	0.4	12.652	102.79								
T	42.969786000	-112.462311000	4459.4		25.4	2.5	12.687	185.66								
T	42.970189000	-112.462045000	4468.1		25.8	5.4	12.718	163.23								
T	42.970238000	-112.462015000	4468.4		24.1	1.3	12.722	19.58								
T	42.970756000	-112.461691000	4458.3		24.6	-4.8	12.761	207.76								
T	42.971188000	-112.461427000	4458.2		24.1	-0.1	12.794	172.58								
T	42.971391000	-112.461294000	4459.8		25.6	1.9	12.809	82.11								
T	42.972736000	-112.460514000	4453.1		23.0	-1.3	12.910	532.82								
T	42.973018000	-112.460330000	4455.3		25.5	1.9	12.932	113.97								
T	42.973729000	-112.459884000	4463.4		24.7	2.8	12.986	285.31								
T	42.974003000	-112.459707000	4467.7		25.3	3.9	13.007	110.53								
T	42.974818000	-112.459191000	4464.3		24.9	-1.0	13.069	327.58								
T	42.974859000	-112.459163000	4463.6		26.5	-4.3	13.072	16.72								
T	42.974925000	-112.459118000	4462.3		26.5	-4.9	13.077	26.90								
T	42.974946000	-112.459104000	4461.8		26.0	-4.9	13.079	8.52								
T	42.975519000	-112.458752000	4460.1		24.2	-0.8	13.122	229.11								
T	42.976626000	-112.458029000	4455.7		25.5	-1.0	13.207	447.47								
T	42.976732000	-112.457957000	4458.1		26.4	5.5	13.215	43.17								
T	42.977255000	-112.457638000	4468.5		24.0	5.0	13.255	208.87								
T	42.977377000	-112.457567000	4468.5		23.1	0.0	13.264	48.36								
T	42.978599000	-112.456789000	4473.5		25.0	1.0	13.357	491.65								
T	42.979334000	-112.456319000	4458.2		25.1	-5.2	13.413	295.95								
T	42.980050000	-112.455847000	4465.2		25.7	2.4	13.468	289.93								
T	42.980563000	-112.455542000	4465.4		23.5	0.1	13.507	204.01								
T	42.980833000	-112.455384000	4465.2		23.2	-0.1	13.527	107.11								
T	42.982214000	-112.454479000	4468.2		25.6	0.5	13.633	558.57								
T	42.985743000	-112.452160000	4468.6		25.7	0.0	13.903	1428.11								
T	42.986265000	-112.451832000	4463.4		24.7	-2.5	13.943	209.53								
T	42.989131000	-112.449944000	4469.1		25.7	0.5	14.163	1160.34								
T	42.990164000	-112.449270000	4465.7		25.5	-0.8	14.242	417.47								
T	42.991538000	-112.448365000	4470.0		25.7	0.8	14.347	556.26								
T	42.992791000	-112.447557000	4474.4		25.3	0.9	14.443	505.27								
T	42.993083000	-112.447369000	4474.7		25.2	0.3	14.465	117.72								
T	42.993136000	-112.447332000	4474.1		27.0	-2.9	14.469	21.71								
T	42.993194000	-112.447303000	4473.4		20.1	-3.0	14.473	22.52								
T	42.994532000	-112.446410000	4472.8		26.0	-0.1	14.576	543.05								
T	42.995630000	-112.445708000	4474.2		25.1	0.3	14.660	442.08								
T	42.996022000	-112.445490000	4471.8		22.1	-1.6	14.689	154.32								
T	42.996272000	-112.445393000	4471.8		15.8	0.0	14.707	94.74								
T	42.996707000	-112.445254000	4478.8		13.2	4.3	14.738	162.85								
T	42.997033000	-112.445168000	4478.7		10.9	-0.1	14.761	121.03								
T	42.997834000	-112.444941000	4471.1		11.7	-2.5	14.817	298.20								
T	42.998537000	-112.444766000	4468.5		10.3	-1.0	14.867	260.47								
T	43.000346000	-112.444321000	4471.8		10.2	0.5	14.994	670.00								
T	43.000988000	-112.444152000	4466.7		10.9	-2.1	15.039	238.32								
T	43.004363000	-112.443281000	4459.4		10.7	-0.6	15.276	1251.98								
T	43.006348000	-112.442776000	4458.2		10.5	-0.2	15.415	735.99								
T	43.007595000	-112.442455000	4455.4		10.7	-0.6	15.503	462.54								
T	43.010278000	-112.441765000	4466.4		10.7	1.1	15.691	995.16								
T	43.011191000	-112.441534000	4453.0		10.5	-3.9	15.755	338.46								
T	43.012160000	-112.441296000	4454.3		10.2	0.3	15.823	358.87								
T	43.012566000	-112.441176000	4454.6		12.2	0.2	15.852	151.42								
T	43.013620000	-112.440909000	4456.4		10.5	0.4	15.926	390.74								
T	43.014788000	-112.440620000	4467.4		10.3	2.5	16.008	432.67								
T	43.016411000	-112.440157000	4460.5		11.8	-1.1	16.122	604.37								
T	43.016469000	-112.440145000	4460.4		8.6	-0.7	16.126	21.38								
T	43.017598000	-112.439902000	4457.5		8.9	-0.7	16.205	416.60								
T	43.018429000	-112.439678000	4451.8		11.1	-1.9	16.264	308.75								
T	43.020312000	-112.439189000	4438.7		10.8	-1.9	16.396	698.66								
T	43.021007000	-112.439016000	4447.6		10.3	3.4	16.445	257.50								
T	43.022290000	-112.438696000	4443.3		10.3	-0.9	16.535	475.39								
T	43.023036000	-112.438528000	4445.7		9.3	0.9	16.587	275.59								
T	43.023607000	-112.438472000	4440.7		4.1	-2.4	16.627	208.66								
T	43.024417000	-112.438425000	4452.1		2.4	3.9	16.683	295.50								
T	43.024732000	-112.438398000	4452.0		3.6	-0.1	16.704	115.04								
T	43.025195000	-112.438332000	4451.1		5.9	-0.5	16.737	169.67								
T	43.026460000	-112.438023000	4452.9		10.1	0.4	16.825	468.41								
T	43.029331000	-112.437292000	4451.6		10.5	-0.1	17.027	1064.52								
T	43.030073000	-112.437101000	4457.2		10.7	2.1	17.079	275.22								
T	43.030421000	-112.437015000	4456.2		10.2	-0.8	17.103	128.91								
T	43.031380000	-112.436773000	4453.4		10.5	-0.8	17.171	355.47								
T	43.032434000	-112.436497000	4452.0		10.8	-0.3	17.245	391.19								
T	43.032785000	-112.436405000	4452.3		10.8	0.2	17.270	130.28								
T	43.033457000	-112.436238000	4456.0		10.3	1.5	17.317	248.97								
T	43.033834000	-112.436115000	4452.8		13.4	-2.3	17.343	141.29								
T	43.034527000	-112.435831000	4452.1		16.7	-0.3	17.393	263.75								
T	43.035606000	-112.435388000	4453.2		16.7	0.3	17.471	410.72								
T	43.036120000	-112.435188000	4447.8		15.9	-2.8	17.508	194.82								
T	43.036607000	-112.434998000	4445.5		15.9	-1.2	17.543	184.63								
T	43.036606000	-112.434640000	4447.3		90.2	1.8	17.561	95.72								
T	43.036606000	-112.434577000	4448.6		90.0	7.9	17.564	16.84								
T	43.036618000	-112.432029000	4454.6		89.6	0.9	17.693	681.26								
T	43.033845000	-112.432045000	4448.1		180.2	-0.6	17.885	1010.71								
T	43.033022000	-112.432099000	4451.5		182.7	1.1	17.942	300.31								
T	43.032289000	-112.432232000	4448.1		187.6	-1.2	17.993	269.52								
T	43.031958000	-112.432311000	4446.7		189.9	-1.1	18.016	122.48								
T	43.031445000	-112.432388000	4448.6		186.3	1.0	18.052	188.11								
T	43.030127000	-112.432434000	4449.6		181.5	0.2	18.143	480.54								
T	43.029323000	-112.432462000	4455.8		181.5	2.1	18.198	293.14								
T	43.029354000	-112.433166000	4460.0		273.4	2.2	18.234	188.59								
T	43.029308000	-112.434088000	4457.9		266.1	-0.8	18.281	247.11								
T	43.029323000	-112.435838000	4455.4		270.7	-0.5	18.369	467.97								
T	43.029328000	-112.436167000	4453.3		271.2	-2.3	18.386	87.99								
T	43.029330000	-112.436350000	4451.2		270.9	-4.4	18.395	48.94								
T	43.029332000	-112.436456000	4450.8		271.5	-1.5	18.401	28.35								
T	43.029334000	-112.436505000	4450.8		273.2	0.2	18.403	13.12								
T	43.029331000	-112.437292000	4451.6		269.7	0.4	18.443	210.44								
T	43.028365000	-112.437538000	4448.4		190.5	-0.9	18.511	358.18								
T	43.026460000	-112.438023000	4452.9		190.5	0.6	18.644	706.34								
T	43.025195000	-112.438332000	4451.1		190.1	-0.4	18.733	468.41								
T	43.024732000	-112.438398000	4452.0		185.9	0.5	18.765	169.67								
T	43.024417000	-112.438425000	4452.1		183.6	0.1	18.787	115.04								
T	43.023607000	-112.438472000	4440.7		182.4	-3.9	18.843	295.50								
T	43.023036000	-112.438528000	4445.7		184.1	2.4	18.883	208.66								
T	43.022290000	-112.438696000	4443.3		189.3	-0.9	18.935	275.59								
T	43.021007000	-112.439016000	4447.6		190.3	0.9	19.025	475.39								
T	43.020312000	-112.439189000	4438.7		190.3	-3.4	19.074	257.50								
