type	latitude	longitude	altitude (ft)	vmg (mph)	course	slope (%)	distance (mi)	distance_interval (ft)	color	opacity	width	scale	sym	name	desc	kml_folder
T	41.940084000	-103.792240000	4008.7		303.9	-0.6	14.026	1487.27								
T	41.940392000	-103.792873000	4008.7		303.2	0.0	14.065	205.57								
T	41.940461000	-103.793016000	4007.6		303.0	-2.5	14.074	46.32								
T	41.940517000	-103.793137000	4006.5		301.9	-2.8	14.081	38.73								
T	41.940674000	-103.793479000	4001.6		301.7	-4.5	14.102	109.23								
T	41.940771000	-103.793715000	3996.9		298.9	-6.4	14.116	73.30								
T	41.941126000	-103.794582000	3982.9		298.8	-5.2	14.167	269.03								
T	41.941490000	-103.795594000	3978.9		295.8	-1.3	14.225	305.62								
T	41.941913000	-103.796993000	3962.3		292.1	-4.0	14.303	410.65								
T	41.942030000	-103.797437000	3958.4		289.5	-3.0	14.327	128.10								
T	41.942126000	-103.797804000	3958.7		289.4	0.3	14.347	105.80								
T	41.942318000	-103.798678000	3952.1		286.5	-2.7	14.394	247.87								
T	41.942502000	-103.799649000	3944.5		284.3	-2.8	14.445	272.55								
T	41.942614000	-103.800398000	3942.4		281.4	-1.0	14.485	207.82								
T	41.942656000	-103.800745000	3945.6		279.2	3.4	14.503	95.64								
T	41.942728000	-103.801342000	3950.1		279.2	2.7	14.534	164.53								
T	41.942736000	-103.801405000	3950.1		279.7	0.0	14.537	17.39								
T	41.942805000	-103.802168000	3946.8		276.9	-1.6	14.577	209.10								
T	41.942815000	-103.802573000	3947.3		271.9	0.5	14.598	110.25								
T	41.942814000	-103.803152000	3947.3		269.9	-0.0	14.628	157.53								
T	41.942825000	-103.803488000	3949.2		272.5	2.1	14.645	91.50								
T	41.942824000	-103.803839000	3950.7		269.8	1.5	14.663	95.49								
T	41.942819000	-103.804617000	3953.4		269.5	1.3	14.703	211.67								
T	41.942812000	-103.805796000	3949.7		269.5	-1.1	14.764	320.77								
T	41.942811000	-103.805962000	3948.4		269.5	-2.9	14.772	45.16								
T	41.942808000	-103.806310000	3948.9		269.3	0.6	14.790	94.68								
T	41.942806000	-103.806652000	3952.9		269.5	4.3	14.808	93.05								
T	41.942802000	-103.807315000	3953.5		269.5	0.3	14.842	180.38								
T	41.942798000	-103.808019000	3959.6		269.6	3.2	14.878	191.54								
T	41.942793000	-103.808708000	3956.8		269.4	-1.5	14.914	187.46								
T	41.942789000	-103.809414000	3956.8		269.6	0.0	14.950	192.08								
T	41.942788000	-103.809618000	3956.7		269.6	-0.2	14.961	55.50								
T	41.942785000	-103.810080000	3956.7		269.5	-0.1	14.985	125.70								
T	41.942781000	-103.810766000	3953.4		269.6	-1.7	15.020	186.64								
T	41.942777000	-103.811263000	3950.1		269.4	-2.4	15.046	135.22								
T	41.942774000	-103.811746000	3953.4		269.5	2.5	15.071	131.41								
T	41.942771000	-103.812248000	3953.1		269.5	-0.2	15.096	136.58								
T	41.942767000	-103.812896000	3951.5		269.5	-0.9	15.130	176.30								
T	41.942763000	-103.813536000	3955.8		269.5	2.5	15.163	174.13								
T	41.942746000	-103.817703000	3955.2		269.7	-0.1	15.377	1133.71								
T	41.942742000	-103.818259000	3958.7		269.4	2.3	15.406	151.27								
T	41.942744000	-103.818433000	3959.6		270.9	1.9	15.415	47.34								
T	41.942754000	-103.818638000	3959.4		273.8	-0.4	15.426	55.89								
T	41.942765000	-103.818815000	3957.4		274.8	-4.1	15.435	48.32								
T	41.942775000	-103.818942000	3956.0		276.0	-4.0	15.441	34.74								
T	41.942799000	-103.819195000	3953.5		277.3	-3.7	15.455	69.39								
T	41.942851000	-103.819465000	3955.8		284.5	3.1	15.469	75.86								
T	41.942892000	-103.819661000	3955.3		285.7	-0.9	15.479	55.38								
T	41.942995000	-103.819874000	3955.5		303.0	0.3	15.492	69.04								
T	41.943068000	-103.820045000	3957.3		299.9	3.4	15.503	53.59								
T	41.944759000	-103.823459000	3957.1		303.7	-0.0	15.714	1114.63								
T	41.945498000	-103.825118000	3957.4		300.9	0.0	15.813	525.57								
T	41.945875000	-103.826033000	3958.0		299.0	0.2	15.867	284.32								
T	41.946388000	-103.827388000	3953.4		297.0	-1.1	15.945	413.32								
T	41.946585000	-103.827922000	3956.3		296.4	1.8	15.976	162.04								
T	41.948233000	-103.832930000	3964.1		293.9	0.5	16.258	1488.89								
T	41.948588000	-103.833951000	3962.2		295.1	-0.6	16.316	306.40								
T	41.951705000	-103.842049000	3954.7		297.4	-0.3	16.786	2478.51								
T	41.952186000	-103.843279000	3961.3		297.7	1.7	16.857	377.72								
T	41.952783000	-103.844808000	3957.6		297.7	-0.8	16.946	469.38								
T	41.953566000	-103.846834000	3955.2		297.5	-0.4	17.064	620.60								
T	41.954058000	-103.848078000	3963.1		298.0	2.0	17.136	382.95								
T	41.954727000	-103.849876000	3960.0		296.6	-0.6	17.240	546.47								
T	41.955413000	-103.851654000	3966.4		297.4	1.2	17.343	544.42								
T	41.955727000	-103.852478000	3964.6		297.1	-0.7	17.390	251.65								
T	41.956335000	-103.854032000	3965.3		297.7	0.1	17.481	477.25								
T	41.957502000	-103.857047000	3966.6		297.5	0.1	17.656	923.80								
T	41.958071000	-103.858505000	3969.5		297.7	0.7	17.740	447.51								
T	41.958875000	-103.860615000	3969.8		297.1	0.0	17.862	644.37								
T	41.958999000	-103.860920000	3970.2		298.7	0.4	17.880	94.47								
T	41.959353000	-103.861834000	3966.8		297.5	-1.2	17.933	280.08								
T	41.959445000	-103.862096000	3964.8		295.3	-2.5	17.948	78.75								
T	41.959753000	-103.862863000	3965.9		298.4	0.5	17.993	236.89								
T	41.960998000	-103.866100000	3964.5		297.4	-0.1	18.181	990.45								
T	41.961186000	-103.866581000	3960.7		297.7	-2.6	18.209	147.68								
T	41.961645000	-103.867785000	3960.6		297.1	-0.1	18.278	367.71								
T	41.961763000	-103.868096000	3962.3		297.0	1.8	18.296	94.89								
