type	latitude	longitude	altitude (ft)	vmg (mph)	course	slope (%)	distance (mi)	distance_interval (ft)	color	opacity	width	scale	sym	name	desc	kml_folder
T	39.025095000	-94.443053000	1009.5		241.4	-3.1	5.929	64.03								
T	39.025038000	-94.443231000	1009.9		247.6	0.8	5.939	54.67								
T	39.024863000	-94.444013000	1010.7		253.9	0.3	5.983	231.13								
T	39.024518000	-94.445570000	1024.3		254.1	3.0	6.070	459.86								
T	39.024394000	-94.445937000	1019.7		246.5	-4.0	6.092	113.63								
T	39.024272000	-94.446182000	1018.5		237.3	-1.5	6.107	82.58								
T	39.024183000	-94.446315000	1019.4		229.3	1.8	6.117	49.79								
T	39.024084000	-94.446444000	1020.7		225.4	2.6	6.126	51.41								
T	39.023968000	-94.446573000	1023.5		220.8	4.9	6.137	55.93								
T	39.023767000	-94.446747000	1026.4		213.9	3.3	6.154	88.34								
T	39.023519000	-94.446916000	1027.8		207.9	1.4	6.173	102.30								
T	39.023318000	-94.447022000	1030.1		202.3	2.9	6.188	79.16								
T	39.022924000	-94.447231000	1028.6		202.4	-0.9	6.217	155.30								
T	39.022727000	-94.447384000	1026.3		211.1	-2.8	6.233	83.89								
T	39.022570000	-94.447546000	1024.4		218.7	-2.5	6.247	73.41								
T	39.022375000	-94.447815000	1020.9		227.0	-3.4	6.267	104.33								
T	39.022197000	-94.448115000	1020.1		232.6	-0.7	6.287	107.09								
T	39.022069000	-94.448413000	1019.8		241.1	-0.3	6.306	96.65								
T	39.021946000	-94.448844000	1014.3		249.8	-4.2	6.330	130.39								
T	39.021620000	-94.450010000	1012.7		250.2	-0.5	6.397	351.92								
T	39.021272000	-94.451194000	1020.8		249.3	2.2	6.465	359.49								
T	39.021124000	-94.451748000	1022.4		251.0	1.0	6.497	166.38								
T	39.021021000	-94.452049000	1026.0		246.2	3.9	6.514	93.39								
T	39.020960000	-94.452189000	1026.2		240.7	0.5	6.523	45.56								
T	39.020837000	-94.452402000	1023.7		233.4	-3.4	6.537	75.30								
T	39.020714000	-94.452598000	1020.1		231.1	-4.9	6.551	71.47								
T	39.020496000	-94.452834000	1016.4		220.1	-3.6	6.570	103.93								
T	39.020159000	-94.453145000	1015.2		215.6	-0.8	6.599	151.24								
T	39.019630000	-94.453545000	1025.5		210.4	4.6	6.641	223.70								
T	39.019332000	-94.453767000	1033.6		210.1	6.4	6.665	125.54								
T	39.019169000	-94.453888000	1039.9		210.0	9.3	6.678	68.60								
T	39.018934000	-94.454102000	1035.0		215.3	-4.7	6.698	104.99								
T	39.018806000	-94.454249000	1030.8		221.7	-6.6	6.710	62.59								
T	39.018666000	-94.454444000	1026.3		227.3	-6.1	6.724	75.30								
T	39.018562000	-94.454620000	1027.5		232.7	1.9	6.736	62.73								
T	39.018456000	-94.454842000	1027.9		238.4	0.6	6.750	73.96								
