unix_timestamp,speed_mps,temperature,relative_humidity,surface_pressure
1713131874800.0,10.661540936889626,24,0.374,972.8
1713131874965.0,10.661540936889626,24,0.374,972.8
1713131875042.0,10.661540936889626,24,0.374,972.8
1713131875174.0,10.661540936889626,24,0.374,972.8
1713131875372.0,10.661540936889626,24,0.374,972.8
1713131875512.0,10.661540936889626,24,0.374,972.8
1713131875670.0,10.661540936889626,24,0.374,972.8
1713131875789.0,10.661540936889626,24,0.374,972.8
1713131875793.0,10.661540936889626,24,0.374,972.8
1713131875809.0,10.661540936889626,24,0.374,972.8
1713131876054.0,10.661540936889626,24,0.374,972.8
1713131876065.0,10.661540936889626,24,0.374,972.8
1713131876546.0,10.661540936889626,24,0.374,972.8
1713131876563.0,10.661540936889626,24,0.374,972.8
1713131876842.0,10.661540936889626,24,0.374,972.8
1713131876848.0,10.661540936889626,24,0.374,972.8
1713131876874.0,10.661540936889626,24,0.374,972.8
1713131876965.0,10.661540936889626,24,0.374,972.8
1713131876974.0,10.661540936889626,24,0.374,972.8
1713131877074.0,10.661540936889626,24,0.374,972.8
1713131877219.0,10.661540936889626,24,0.374,972.8
1713131877220.0,10.661540936889626,24,0.374,972.8
1713131877261.0,10.661540936889626,24,0.374,972.8
1713131877310.0,10.290704967651381,24,0.374,972.8
1713131877364.0,10.290704967651381,24,0.374,972.8
1713131877458.0,10.290704967651381,24,0.374,972.8
1713131877460.0,10.290704967651381,24,0.374,972.8
1713131877502.0,10.290704967651381,24,0.374,972.8
1713131877530.0,10.290704967651381,24,0.374,972.8
1713131877611.0,10.290704967651381,24,0.374,972.8
1713131877648.0,10.290704967651381,24,0.374,972.8
1713131877686.0,10.290704967651381,24,0.374,972.8
1713131877728.0,10.290704967651381,24,0.374,972.8
1713131877779.0,10.290704967651381,24,0.374,972.8
1713131877834.0,10.290704967651381,24,0.374,972.8
1713131877880.0,10.290704967651381,24,0.374,972.8
1713131877937.0,10.290704967651381,24,0.374,972.8
1713131877981.0,10.290704967651381,24,0.374,972.8
1713131878031.0,10.290704967651381,24,0.374,972.8
1713131878086.0,10.290704967651381,24,0.374,972.8
1713131878132.0,10.290704967651381,24,0.374,972.8
1713131878186.0,10.290704967651381,24,0.374,972.8
1713131878234.0,10.290704967651381,24,0.374,972.8
1713131878290.0,10.290704967651381,24,0.374,972.8
1713131878342.0,10.290704967651381,24,0.374,972.8
1713131878386.0,10.290704967651381,24,0.374,972.8
1713131878438.0,10.290704967651381,24,0.374,972.8
1713131878490.0,10.290704967651381,24,0.374,972.8
1713131878540.0,10.290704967651381,24,0.374,972.8
1713131878590.0,10.290704967651381,24,0.374,972.8
1713131878642.0,10.290704967651381,24,0.374,972.8
1713131878690.0,10.290704967651381,24,0.374,972.8
1713131878738.0,10.290704967651381,24,0.374,972.8
1713131878789.0,10.290704967651381,24,0.374,972.8
1713131878840.0,10.290704967651381,24,0.374,972.8
1713131878890.0,10.290704967651381,24,0.374,972.8
1713131878944.0,10.290704967651381,24,0.374,972.8
1713131878991.0,10.290704967651381,24,0.374,972.8
1713131879041.0,10.290704967651381,24,0.374,972.8
1713131879092.0,10.290704967651381,24,0.374,972.8
1713131879142.0,10.290704967651381,24,0.374,972.8
1713131879193.0,10.290704967651381,24,0.374,972.8
1713131879243.0,10.290704967651381,24,0.374,972.8
1713131879295.0,10.290704967651381,24,0.374,972.8
1713131879345.0,10.290704967651381,24,0.374,972.8
1713131879395.0,10.290704967651381,24,0.374,972.8
1713131879445.0,10.290704967651381,24,0.374,972.8
1713131879496.0,10.290704967651381,24,0.374,972.8
1713131879547.0,10.290704967651381,24,0.374,972.8
1713131879598.0,10.290704967651381,24,0.374,972.8
1713131879649.0,10.290704967651381,24,0.374,972.8
1713131879698.0,10.290704967651381,24,0.374,972.8
1713131879754.0,10.290704967651381,24,0.374,972.8
1713131879802.0,10.290704967651381,24,0.374,972.8
1713131879851.0,10.290704967651381,24,0.374,972.8
1713131879900.0,10.290704967651381,24,0.374,972.8
1713131879951.0,10.290704967651381,24,0.374,972.8
1713131880001.0,10.290704967651381,24,0.374,972.8
1713131880051.0,10.290704967651381,24,0.374,972.8
1713131880102.0,10.290704967651381,24,0.374,972.8
1713131880152.0,10.290704967651381,24,0.374,972.8
1713131880203.0,10.290704967651381,24,0.374,972.8
1713131880253.0,10.290704967651381,24,0.374,972.8
1713131880307.0,10.290704967651381,24,0.374,972.8
1713131880359.0,10.290704967651381,24,0.374,972.8
1713131880408.0,10.290704967651381,24,0.374,972.8
1713131880468.0,10.290704967651381,24,0.374,972.8
1713131880509.0,10.290704967651381,24,0.374,972.8
1713131880560.0,10.290704967651381,24,0.374,972.8
1713131880610.0,10.290704967651381,24,0.374,972.8
1713131880663.0,10.290704967651381,24,0.374,972.8
1713131880711.0,10.290704967651381,24,0.374,972.8
1713131880763.0,10.290704967651381,24,0.374,972.8
1713131880831.0,10.290704967651381,24,0.374,972.8
1713131880917.0,10.290704967651381,24,0.374,972.8
1713131880918.0,10.290704967651381,24,0.374,972.8
1713131880964.0,10.290704967651381,24,0.374,972.8
1713131881014.0,10.290704967651381,24,0.374,972.8
1713131881065.0,10.290704967651381,24,0.374,972.8
1713131881115.0,10.290704967651381,24,0.374,972.8
1713131881166.0,10.290704967651381,24,0.374,972.8
1713131881216.0,10.290704967651381,24,0.374,972.8
1713131881267.0,10.290704967651381,24,0.374,972.8
1713131881318.0,10.290704967651381,24,0.374,972.8
1713131881369.0,10.290704967651381,24,0.374,972.8
1713131881420.0,10.290704967651381,24,0.374,972.8
1713131881470.0,10.290704967651381,24,0.374,972.8
1713131881520.0,10.290704967651381,24,0.374,972.8
1713131881571.0,10.290704967651381,24,0.374,972.8
1713131881621.0,10.290704967651381,24,0.374,972.8
1713131881674.0,10.290704967651381,24,0.374,972.8
1713131881722.0,10.290704967651381,24,0.374,972.8
1713131881774.0,10.290704967651381,24,0.374,972.8
1713131881823.0,10.290704967651381,24,0.374,972.8
1713131881874.0,10.290704967651381,24,0.374,972.8
1713131881926.0,10.290704967651381,24,0.374,972.8
1713131881978.0,10.290704967651381,24,0.374,972.8
1713131882030.0,10.290704967651381,24,0.374,972.8
1713131882076.0,10.290704967651381,24,0.374,972.8
