Reynolds_Number,Drag_Coefficient
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1478551.682,0.874612888
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1507333.101,0.850171505
1516515.109,0.84258428
1516515.109,0.84258428
1516515.109,0.84258428
1516515.109,0.84258428
1516515.109,0.84258428
1516515.109,0.84258428
1516515.109,0.84258428
1516515.109,0.84258428
1516515.109,0.84258428
1516515.109,0.84258428
1516515.109,0.84258428
1516515.109,0.84258428
1516515.109,0.84258428
1516515.109,0.84258428
